slug,issue_date,month_day,publication,edition,city,region,country,language,headline,summary,occasion,keywords,archive_source,source_reference,source_url,rights_status,rights_basis,rights_checked_at,commercial_use_status,catalog_status,asset_status,preview_asset_key,print_asset_key,scan_dpi,width_px,height_px,condition_notes,featured
ocala-evening-star-1918-11-11-front-page,1918-11-11,11-11,The Ocala Evening Star,Front Page,Ocala,Florida,United States,English,The War Is Over,Verified Armistice Day front page,History,"armistice|peace|World War I",Library of Congress — Chronicling America,LOC-sn84027621-1918-11-11-ed-1-p1,https://www.loc.gov/resource/sn84027621/1918-11-11/ed-1/?sp=1,Public domain,Published more than 95 years ago; complete item and scan review before sale,2026-08-22,Pending final review,Archive lead,Source requested,,,0,0,0,Download preservation master and complete test print,false
